loan_id,segment,observation_month,outstanding_balance,dpd,collateral_type,collateral_value,cash_received_collateral,cash_received_other,recovery_cost_incurred,default_flag,write_off_flag,market_price,credit_spread_bps,pre_default_pd
L00002,retail_mortgage,2016-11,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2016-12,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-01,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-02,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-03,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-04,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-05,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-06,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-07,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-08,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-09,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-10,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-11,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2017-12,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-01,218105.71,0,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-02,218105.71,30,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-03,218105.71,60,residential_real_estate,232786.53,0.0,0.0,0.0,False,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-04,211492.05,90,residential_real_estate,232786.53,6417.87,195.78,273.59,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-05,203444.11,115,residential_real_estate,232786.53,7809.7,238.24,332.92,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-06,196416.82,140,residential_real_estate,232786.53,6819.27,208.03,290.7,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-07,190109.08,165,residential_real_estate,232786.53,6121.01,186.72,260.93,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-08,184150.93,190,residential_real_estate,232786.53,5781.77,176.38,246.47,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-09,177841.88,215,residential_real_estate,232786.53,6122.28,186.76,260.99,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-10,172153.47,240,residential_real_estate,232786.53,5520.03,168.39,235.31,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-11,167515.3,265,residential_real_estate,232786.53,4500.87,137.3,191.87,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2018-12,159121.7,290,residential_real_estate,232786.53,8145.13,248.47,347.22,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-01,150842.45,315,residential_real_estate,232786.53,8034.16,245.09,342.49,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-02,141560.97,340,residential_real_estate,232786.53,9006.72,274.75,383.95,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-03,133855.71,365,residential_real_estate,232786.53,7477.17,228.09,318.75,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-04,126881.41,390,residential_real_estate,232786.53,6767.84,206.46,288.51,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-05,118868.72,415,residential_real_estate,232786.53,7775.49,237.2,331.46,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-06,114137.01,440,residential_real_estate,232786.53,4591.65,140.07,195.74,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-07,106507.14,465,residential_real_estate,232786.53,7404.0,225.86,315.63,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-08,100125.49,490,residential_real_estate,232786.53,6192.74,188.91,263.99,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-09,95170.36,515,residential_real_estate,232786.53,4808.45,146.68,204.98,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-10,90076.23,540,residential_real_estate,232786.53,4943.33,150.8,210.73,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-11,83270.56,540,residential_real_estate,232786.53,6604.21,201.46,281.53,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2019-12,77905.39,540,residential_real_estate,232786.53,5206.34,158.82,221.94,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-01,71437.87,540,residential_real_estate,232786.53,6276.07,191.45,267.54,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-02,64189.4,540,residential_real_estate,232786.53,7033.9,214.57,299.85,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-03,58062.51,540,residential_real_estate,232786.53,5945.52,181.37,253.45,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-04,53352.57,540,residential_real_estate,232786.53,4570.51,139.43,194.84,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-05,46717.15,540,residential_real_estate,232786.53,6439.0,196.43,274.49,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-06,41447.51,540,residential_real_estate,232786.53,5113.64,155.99,217.99,True,False,0.3094,36.0,0.0139
L00002,retail_mortgage,2020-07,0.0,540,residential_real_estate,232786.53,10191.83,310.91,434.47,True,False,0.3094,36.0,0.0139
L00003,retail_mortgage,2020-04,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-05,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-06,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-07,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-08,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-09,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-10,155417.07,0,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-11,155417.07,30,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2020-12,155417.07,60,residential_real_estate,155536.89,0.0,0.0,0.0,False,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-01,148088.4,90,residential_real_estate,155536.89,6804.1,524.57,253.82,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-02,138715.74,115,residential_real_estate,155536.89,8701.78,670.88,324.62,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-03,125679.77,140,residential_real_estate,155536.89,12102.87,933.09,451.49,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-04,112499.2,165,residential_real_estate,155536.89,12237.13,943.44,456.5,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-05,99987.4,190,residential_real_estate,155536.89,11616.22,895.57,433.34,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-06,92309.91,215,residential_real_estate,155536.89,7127.95,549.54,265.9,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-07,79391.45,240,residential_real_estate,155536.89,11993.78,924.68,447.42,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-08,70330.83,265,residential_real_estate,155536.89,8412.08,648.54,313.81,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-09,58517.14,290,residential_real_estate,155536.89,10968.08,845.6,409.16,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-10,51371.73,315,residential_real_estate,155536.89,6633.95,511.46,247.48,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-11,37505.54,340,residential_real_estate,155536.89,12873.68,992.52,480.25,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2021-12,26602.23,365,residential_real_estate,155536.89,10122.87,780.44,377.63,True,False,0.3476,159.3,0.0274
L00003,retail_mortgage,2022-01,0.0,390,residential_real_estate,155536.89,1939.73,149.55,72.36,True,False,0.3476,159.3,0.0274
L00004,retail_mortgage,2020-12,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-01,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-02,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-03,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-04,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-05,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-06,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-07,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-08,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-09,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-10,311268.58,0,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-11,311268.58,30,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2021-12,311268.58,60,residential_real_estate,332976.8,0.0,0.0,0.0,False,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-01,302151.97,90,residential_real_estate,332976.8,8844.4,272.21,139.66,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-02,293606.96,115,residential_real_estate,332976.8,8289.86,255.14,130.91,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-03,285145.94,140,residential_real_estate,332976.8,8208.39,252.64,129.62,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-04,279985.34,165,residential_real_estate,332976.8,5006.51,154.09,79.06,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-05,272202.9,190,residential_real_estate,332976.8,7550.07,232.37,119.22,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-06,265051.98,215,residential_real_estate,332976.8,6937.4,213.52,109.55,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-07,259539.18,240,residential_real_estate,332976.8,5348.19,164.6,84.45,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-08,254613.14,265,residential_real_estate,332976.8,4778.96,147.09,75.47,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-09,243178.08,290,residential_real_estate,332976.8,11093.62,341.44,175.18,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-10,237476.52,315,residential_real_estate,332976.8,5531.32,170.24,87.35,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-11,230597.46,340,residential_real_estate,332976.8,6673.66,205.4,105.38,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2022-12,223931.41,365,residential_real_estate,332976.8,6467.01,199.04,102.12,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-01,215117.49,390,residential_real_estate,332976.8,8550.75,263.17,135.03,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-02,209704.36,415,residential_real_estate,332976.8,5251.5,161.63,82.93,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-03,201723.69,440,residential_real_estate,332976.8,7742.37,238.29,122.26,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-04,194418.13,465,residential_real_estate,332976.8,7087.43,218.13,111.92,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-05,184052.12,490,residential_real_estate,332976.8,10056.49,309.52,158.8,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-06,179108.14,515,residential_real_estate,332976.8,4796.36,147.62,75.74,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-07,172011.56,540,residential_real_estate,332976.8,6884.68,211.89,108.72,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-08,163856.42,540,residential_real_estate,332976.8,7911.63,243.5,124.93,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-09,152605.38,540,residential_real_estate,332976.8,10915.11,335.94,172.36,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-10,144318.56,540,residential_real_estate,332976.8,8039.38,247.43,126.95,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-11,136309.56,540,residential_real_estate,332976.8,7769.87,239.14,122.7,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2023-12,127023.01,540,residential_real_estate,332976.8,9009.26,277.28,142.27,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-01,120176.32,540,residential_real_estate,332976.8,6642.26,204.43,104.89,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-02,115062.09,540,residential_real_estate,332976.8,4961.53,152.7,78.35,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-03,106875.43,540,residential_real_estate,332976.8,7942.21,244.44,125.42,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-04,96012.89,540,residential_real_estate,332976.8,10538.2,324.34,166.41,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-05,86275.78,540,residential_real_estate,332976.8,9446.37,290.74,149.17,True,False,0.6776,87.0,0.0253
L00004,retail_mortgage,2024-06,0.0,540,residential_real_estate,332976.8,19729.35,607.22,311.55,True,False,0.6776,87.0,0.0253
L00005,retail_mortgage,2019-07,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2019-08,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2019-09,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2019-10,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2019-11,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2019-12,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-01,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-02,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-03,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-04,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-05,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-06,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-07,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-08,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-09,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-10,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-11,162660.76,0,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2020-12,162660.76,30,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-01,162660.76,60,residential_real_estate,184377.22,0.0,0.0,0.0,False,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-02,162157.02,90,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-03,161653.28,110,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-04,161149.54,130,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-05,160645.8,150,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-06,160142.06,170,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-07,159638.32,190,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-08,159134.58,210,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-09,158630.83,230,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-10,158127.09,250,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-11,157623.35,270,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2021-12,157119.61,290,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-01,156615.87,310,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-02,156112.13,330,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-03,155608.39,350,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-04,155104.65,370,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-05,154600.91,390,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-06,154097.17,410,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-07,153593.43,430,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-08,153089.69,450,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-09,152585.95,470,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-10,152082.21,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-11,151578.46,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2022-12,151074.72,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-01,150570.98,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-02,150067.24,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-03,149563.5,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-04,149059.76,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-05,148556.02,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-06,148052.28,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-07,147548.54,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-08,147044.8,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-09,146541.06,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-10,146037.32,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-11,145533.58,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2023-12,145029.84,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-01,144526.09,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-02,144022.35,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-03,143518.61,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-04,143014.87,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-05,142511.13,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-06,142007.39,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-07,141503.65,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-08,140999.91,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-09,140496.17,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-10,139992.43,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-11,139488.69,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2024-12,138984.95,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2025-01,138481.21,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2025-02,137977.47,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2025-03,137473.72,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2025-04,136969.98,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
L00005,retail_mortgage,2025-05,136466.24,480,residential_real_estate,184377.22,494.8,8.94,72.21,True,False,0.4681,86.2,0.0252
